,Atomic Radius(Atomic unit),Expansion Coefficient,Electron Affinity(-ive),Conductivity,Yield Strength,Outcome
1246,1.28,0.003,27,2.09,297.6666667,1
1247,1.28,0.004,21,11.96,584.1407407,1
1248,1.28,0.003,14,0,578.3081897,1
1249,1.28,0.005,22,14.52,629.7777778,1
1250,1.28,0.004,22,22.08,468.945177,1
1251,1.28,0.005,26,16.4,235.2556818,1
1252,1.28,0.01,16,22.62,456.2672176,1
1253,1.28,0.005,29,10.24,155.6578947,1
1254,1.28,0.004,29,11.36,153.3834586,1
1255,1.28,0.003,32,5.6,179.6848485,1
1256,1.28,0.004,33,5.85,162.5128676,1
1257,1.28,0.004,29,9.86,185.1948052,1
1258,1.28,0.005,36,7.84,200.0057554,1
1259,1.28,0.003,30,12,345.1694352,2
1260,1.28,0.003,29,15.84,572.8168203,3
1261,1.28,0.003,30,18.06,648,3
1262,1.28,0.003,34,8.64,1200.158562,3
1263,1.28,0.004,36,0,1117.594937,3
1264,1.31,0.005,27,17.08,348.2627737,1
1265,1.31,0.006,19,23.37,319.8461538,1
1266,1.32,0.005,28,17.29,174.0289855,1
1267,1.32,0.005,33,13.3,90.64748201,1
1268,1.32,0.002,25,16.5,212.2571429,1
1269,1.32,0.004,24,18,153.7751825,1
1270,1.32,0.003,20,6.09,317.915493,1
1271,1.32,0.003,19,9.2,327.7389277,1
1272,1.32,0.003,21,12.6,214.084507,1
1273,1.32,0,26,5.6,260.4081633,1
1274,1.32,0.002,22,14.82,174.6253746,1
1275,1.32,0.002,20,16.8,149.7619048,1
1276,1.32,0.002,26,11.25,135.0422535,1
1277,1.32,0.002,29,12.9,149.8104449,1
1278,1.32,0.003,28,11.76,110.4891165,1
1279,1.32,0.004,23,19.65,25.80869565,1
1280,1.33,0.004,30,7.95,216.1990741,1
1281,1.34,0.003,29,8.32,219.834965,1
1282,1.34,0.004,28,10.45,297.3233766,1
1283,1.34,0.002,30,7.68,245.4464789,1
1284,1.44,0.008,61,3.04,18.37837838,2
1285,1.21,0.005,32,2.6,355.1908397,1
1286,1.21,0.006,27,3.96,151.9186047,1
1287,1.21,0.009,24,7.35,416.7073171,1
1288,1.21,0.01,21,5.51,487.4603175,1
1289,1.21,0.008,24,6.97,274.8571429,1
1290,1.21,0.007,25,6.08,653.3193277,1
1291,1.21,0.006,25,6.6,387.6175214,1
1292,1.21,0.007,26,1.54,273.1780627,1
1293,1.21,0.003,24,0,1207,2
1294,1.21,0.003,24,0,1207,1
1295,1.21,0.008,27,6.16,264.8026316,1
1296,1.21,0.008,28,7.98,444.7413793,1
1297,1.21,0.009,34,6.93,276.6666667,1
1298,1.21,0.007,28,7.28,280.5982906,1
1299,1.21,0.009,37,6.6,270.7906977,1
1300,1.21,0.009,39,7.74,500.9090909,1
1301,1.21,0.008,37,6.75,618.0276923,1
1302,1.21,0.01,41,5.28,404.6715328,1
1303,1.42,0.006,59,2.52,40.02580645,2
1304,1.42,0.006,58,2.44,20.01290323,2
1305,1.42,0.007,49,5.22,956.4155844,1
1306,1.42,0.008,41,6.36,3826.644295,1
1307,1.42,0.008,41,6.44,1040.175,1
1308,1.42,0.009,44,8.55,2215.816993,1
1309,1.42,0.006,32,0,3147.112676,1
1310,1.42,0.005,25,0,2433.157895,1
1311,1.45,0.001,50,5.11,12.7016129,2
1312,1.45,0.002,50,4.55,21.45833333,2
1313,1.45,0.003,51,4.98,44.23529412,2
1314,1.45,0.003,51,5.88,44.23529412,2
1315,1.45,0.002,46,6.88,56.55844156,1
1316,1.45,0.003,46,6.72,57.10526316,1
1317,1.45,0.004,51,5.39,54.2961039,1
1318,1.45,0.007,55,3.54,14.80529801,1
1319,1.45,0.006,55,3.96,17.98410596,1
1320,1.45,0.008,57,4.92,20.46,1
1321,1.42,0.005,51,7.6,23.17880795,2
1322,1.42,0.003,52,8.8,41.30065359,2
1323,1.42,0.007,43,5.49,64.91111111,1
1324,1.42,0.008,41,0.7,58.18421053,1
1325,1.42,0.007,44,6.3,97.36666667,1
1326,1.42,0.008,48,6.16,32.19463087,1
1327,1.42,0.009,41,7.2,47.78807947,1
1328,1.42,0.006,42,8.5,85.64238411,1
1329,1.42,0.007,42,11.4,48.17449664,1
1330,1.42,0.007,42,12.2,39.91610738,1
1331,1.42,0.006,41,10.2,42.46308725,1
1332,1.42,0.007,40,2.1,49.54026846,1
1333,1.44,0.005,41,4.41,47.45454545,1
1334,1.44,0.001,40,7.47,59.02782931,1
1335,1.44,0.005,38,7,110.0129032,1
1336,1.44,0.004,39,2.8,186.2420382,1
1337,1.44,0.005,43,7.14,132.3076923,2
1338,1.44,0.005,42,7,96.76923077,1
1339,1.44,0.006,45,6.86,39.84076433,2
1340,1.44,0.006,34,8.7,235.6363636,1
1341,1.44,0.006,33,5.83,250.8387097,1
1342,1.44,0.006,38,5.4,195.0967742,1
1343,1.44,0.006,43,3.68,68.71794872,1
1344,1.46,0.004,38,7.56,140.3181818,1
1345,1.46,0.006,39,3.96,59.36538462,1
1346,1.46,0.005,37,7.11,100.2272727,1
1347,1.46,0.003,38,8.8,80.70588235,1
1348,1.46,0.004,35,3.4,105.6774194,1
1349,1.47,0.006,46,2.88,43.16981132,1
1350,1.47,0.005,48,3.12,8.433962264,2
1351,1.47,0.004,46,3.64,26.26415094,1
1352,1.47,0.002,46,3.71,20.83018868,1
1353,1.47,0.006,42,4.41,69.73584906,1
1354,1.47,0.01,36,5.76,52.63291139,1
1355,1.48,0.004,44,5.74,50.97435897,1
1356,1.48,0.005,44,7.52,13.93037975,1
1357,1.48,0.008,44,8.64,20.50632911,2
1358,1.48,0.005,40,10.62,29.98481013,1
1359,1.48,0.007,41,13.4,38.44936709,2
1360,1.48,0.004,42,7.44,71.7721519,1
1361,1.48,0.002,40,9.54,152.5641026,1
1362,1.48,0.002,40,9.54,152.5641026,1
1363,1.48,0.004,46,4.97,35.4375,1
1364,1.48,0.007,37,14.3,101.7692308,1
1365,1.48,0.005,50,2.45,11.325,1
1366,1.48,0.005,50,2.35,9.50310559,2
1367,1.48,0.006,51,2.4,10.38509317,1
1368,1.48,0.006,51,2.25,7.701863354,2
1369,1.48,0.007,51,2.64,6.136645963,1
1370,1.48,0.007,51,2.58,12.35,1
1371,1.48,0.005,27,19.5,95.85987261,1
1372,1.48,0.009,21,27.9,185.2307692,1
1373,1.48,0.005,36,7.52,51.26582278,1
1374,1.48,0.003,38,10.98,38.73417722,2
1375,1.48,0.007,42,4.97,128.7950311,1
1376,1.48,0.005,37,5.68,139.3207547,1
1377,1.48,0.008,44,4.38,9.202453988,2
1378,1.48,0.008,44,4.14,17.48466258,2
1379,1.49,0.009,37,7.26,60.400818,2
1380,1.49,0.007,36,9.38,86.11042945,2
1381,1.49,0.009,34,6.89,65.39634146,1
1382,1.49,0.01,29,3.06,138.9104991,1
1383,1.49,0.011,30,2.7,277.6047904,1
1384,1.49,0.008,35,0.5,58.34319527,1
1385,1.32,0.008,43,9.68,72.93187348,1
1386,1.32,0.007,47,7.84,77.95588235,1
1387,1.32,0.008,51,5.76,42.33576642,1
1388,1.32,0.009,35,15.12,142.7380952,1
1389,1.32,0.01,30,14.56,209.15625,1
1390,1.32,0.008,30,11.85,1151.782443,1
1391,1.32,0.011,28,0,489.1586207,1
1392,1.32,0.008,31,16.1,916.4186047,1
1393,1.32,0.006,32,17.68,3188.64,3
1394,1.32,0.009,34,14.88,1924.992366,2
1395,1.32,0.008,30,0,600,3
1396,1.32,0.011,32,18.46,1339.2,3
1397,1.32,0.01,32,17.05,131.1818182,1
1398,1.32,0.01,33,16.8,177.6567376,1
1399,1.32,0.009,33,14.5,64.6119403,1
1400,1.32,0.01,32,16.2,332.5,1
1401,1.32,0.011,32,15.99,177.5033557,1
1402,1.32,0.009,30,17.64,236.540404,1
1403,1.32,0.009,30,17.52,514.5833333,1
1404,1.32,0.01,27,19.21,105.0100671,1
1405,1.32,0.01,29,11.84,309.12,1
1406,1.3,0.008,40,5.85,30.55555556,1
1407,1.3,0.009,51,2.88,42.27941176,1
1408,1.3,0.006,38,8.1,32.88321168,1
1409,1.3,0.007,36,9.79,43.35766423,1
1410,1.3,0.006,48,4.69,23.50434783,1
1411,1.3,0.005,53,2.95,8.913043478,1
1412,1.3,0.007,40,8.19,26.30656934,1
1413,1.3,0.006,47,4.76,24.16304348,1
1414,1.3,0.005,52,3.54,13.36956522,1
1415,1.3,0.007,37,12.06,47.5654321,1
1416,1.3,0.007,33,18.04,67.89800995,1
1417,1.3,0.006,39,11.07,47.21568627,1
1418,1.3,0.005,31,19.36,36.39849624,1
1419,1.3,0.005,31,15.73,61.71428571,1
1420,1.3,0.004,28,18,46.28571429,1
1421,1.3,0.006,41,7.92,52.42335766,1
1422,1.3,0.005,49,3.24,13.08695652,1
1423,1.33,0.007,28,22.26,141.1510791,1
1424,1.33,0.008,31,16.64,242.7857143,1
1425,1.33,0.008,34,8.52,328.7234043,1
1426,1.33,0.007,32,13.72,260.5294118,1
1427,1.33,0.007,27,26.32,39.24087591,1
1428,1.33,0.007,22,34.08,214.5652174,1
1429,1.33,0.007,34,15.73,68.74817518,1
1430,1.33,0.007,36,16.4,52.25304136,1
1431,1.33,0.007,43,8.96,44.47552448,2
1432,1.33,0.008,48,4.08,21.70138889,2
1433,1.33,0.006,40,10.08,49.76525822,1
1434,1.33,0.006,34,15.95,51.56690141,1
1435,1.33,0.005,33,16.44,62.31914894,1
1436,1.33,0.006,35,8.14,92.76595745,1
1437,1.36,0.007,42,10.16,56.41071429,1
1438,1.36,0.008,36,16.1,62.73913043,1
1439,1.36,0.007,47,7,44.18181818,1
1440,1.36,0.008,37,15.7,46.71582734,1
1441,1.36,0.006,53,2.95,7.909722222,1
1442,1.36,0.007,54,2.8,7.855172414,1
1443,1.36,0.007,43,3.57,143.1111111,1
1444,1.44,0.008,48,7.14,50.13333333,1
1445,1.44,0.008,48,6.84,53.67785235,1
1446,1.49,0.009,42,20.5,1180.285714,1
1447,1.49,0.009,39,14,1118.833333,1
1448,1.49,0.006,61,2.08,12.24516129,2
1449,1.49,0.005,63,1.84,11.30322581,2
1450,1.49,0.007,62,2.2,13.18709677,2
1451,1.49,0.006,61,2.24,11.45806452,2
1452,1.49,0.008,55,3.2,10.83653846,1
1453,1.49,0.008,59,2.75,14.23076923,1
1454,1.44,0.006,51,3.6,46.41350211,1
1455,1.44,0.004,45,6.16,126.6923077,1
1456,1.44,0.006,50,3.18,36.39873418,1
1457,1.44,0.008,32,10.56,210.3354978,1
1458,1.44,0.007,33,8.47,214.8215054,1
1459,1.43,0.008,28,11.62,423.8961039,1
1460,1.43,0.005,22,20.7,332.1710526,1
1461,1.44,0.005,34,12.24,236.9032258,1
1462,1.44,0.004,33,12.48,397.3026316,1
1463,1.44,0.006,40,8.88,121.3935484,1
1464,1.44,0.007,38,12.06,93.81196581,1
1465,1.44,0.006,40,7.92,126.2675159,1
1466,1.44,0.008,26,22.1,137.7297297,1
1467,1.45,0.004,45,5.18,47.67924528,1
1468,1.45,0.006,48,4.41,47.38125,1
1469,1.3,0.011,24,0,1542.252252,1
1470,1.3,0.012,24,0,275.7324841,1
1471,1.3,0.009,25,0,728.1763085,1
1472,1.33,0.009,25,0,793.7777778,1
1473,1.32,0.012,25,0,2346.308725,1
1474,1.32,0.004,26,0,1611.59434,1
1475,1.32,0.007,28,21.6,107.3333333,1
1476,1.32,0.008,22,38.85,172.3880597,1
1477,1.32,0.003,34,9.4,45.69760167,1
1478,1.32,0.004,35,5.76,64.43697479,1
1479,1.32,0.004,28,28.64,116.2403292,1
1480,1.32,0.003,30,15.07,37.36296296,1
1481,1.32,0.005,25,37.43,234.4736842,1
1482,1.32,0.01,16,83.75,75.2238806,1
1483,1.32,0.005,29,24,251.2835821,1
1484,1.32,0.006,26,27,467.3636364,1
1485,1.32,0.005,30,35.82,171.7789364,1
1486,1.32,0.006,35,35.62,102.3540146,1
1487,1.32,0.006,28,34.02,145.1537433,1
1488,1.32,0.006,15,54.08,161.5384615,1
1489,1.34,0.005,32,7.68,248.2755556,1
1490,1.34,0.004,27,12.74,232.0592593,1
1491,1.34,0.005,33,13.86,400.0980392,1
1492,1.34,0.004,37,3.19,218.8235294,1
1493,1.34,0.007,20,33.22,330.4836895,1
1494,1.34,0.01,27,73.08,95.44927536,1
1495,1.34,0.007,20,17.22,417.2335601,1
1496,1.34,0.005,21,16.34,295.7130359,1
1497,1.34,0.005,22,16.8,566.3622047,1
1498,1.38,0.003,33,24.49,340.7990868,1
1499,1.38,0.003,31,25.08,27.71223022,1
1500,1.38,0.007,37,18.45,123.75,1
1501,1.38,0.005,36,38.4,138.9375,2
1502,1.38,0.004,19,39.16,80.76923077,1
1503,1.38,0.003,32,48.64,159.0943396,2
1504,1.38,0.002,18,72.24,163.8278146,1
1505,1.4,0.006,42,15.54,197.0860927,2
1506,1.4,0.004,48,8.55,65.72368421,2
1507,1.37,0.004,62,8.32,66.73943662,1
1508,1.33,0.003,64,9,57.69014085,1
1509,1.34,0.004,65,2.99,123.3714286,1
1510,1.44,0.001,65,8.91,265.2080537,1
1511,1.36,0.004,63,11.52,38.26573427,1
1512,1.33,0.004,65,4,123.3714286,1
1513,1.35,0.003,65,10.4,59.0070922,1
1514,1.37,0.001,64,13.11,76.53146853,1
1515,1.33,0.003,65,2.97,63,1
1516,1.44,0.001,65,6.12,358.2540748,1
1517,1.44,0.002,66,1.02,662.1865889,1
1518,1.42,0.003,66,1.6,495.9493151,1
1519,1.42,0.002,66,0.99,669.5442177,1
1520,1.42,0.003,66,1.05,800.7444121,1
1521,1.42,0.001,64,1.6,390.337037,1
1522,1.43,0.001,64,4.94,321.5100671,1
1523,1.34,0.006,65,10.35,306.4963504,1
1524,1.26,0.007,53,0.75,238,1
1525,1.26,0.007,53,0.52,134.16,1
1526,1.27,0.007,53,11.61,151.1942446,1
1527,1.23,0.006,55,5.28,52.734375,1
1528,1.23,0.003,55,2.31,70.3125,1
1529,1.23,0.004,55,0,129.4874101,1
1530,1.23,0.007,53,0,167.2328767,1
1531,1.23,0.003,55,2.2,84.69202899,1
1532,1.3,0.011,52,5.94,210.4355556,1
1533,1.3,0.009,52,12.42,132.8627451,1
1534,1.3,0.008,53,19.88,86.61764706,1
1535,1.3,0.007,52,16.8,177.8666667,1
1536,1.3,0.006,52,9.9,129.6470588,1
1537,1.3,0.005,51,11.76,116.6823529,1
1538,1.3,0.007,50,3.92,135.0555556,1
1539,1.3,0.004,52,3.12,142.1979167,1
1540,1.3,0.002,52,6.72,231.9080919,1
1541,1.3,0.002,53,3.4,250.8774063,1
1542,1.3,0.002,51,11.02,677.8571429,1
1543,1.3,0.003,51,9.31,619.1964286,1
1544,1.3,0.002,51,11.7,441.8723404,1
1545,1.3,0.009,49,15.45,481.1586207,1
1546,1.3,0.005,51,7.5,324.379562,1
1547,1.3,0.006,52,0.51,927.1849148,1
1548,1.3,0.004,51,6.72,572.25,1
1549,1.32,0.009,55,0,1049.830986,1
1550,1.32,0.01,56,0,808.057554,1
1551,1.32,0.008,55,0,2054.695864,1
1552,1.32,0.01,56,0,1392,1
1553,1.32,0.011,58,0,972.9855372,1
1554,1.14,0.008,65,4.6,19.72413793,1
1555,1.14,0.009,65,6,42.20689655,1
1556,1.14,0.008,64,6.1,43.10344828,1
1557,1.14,0.008,64,6.2,44.82758621,1
1558,1.14,0.008,65,5.8,20.22413793,1
1559,1.14,0.007,61,21.06,250.25,1
1560,1.06,0.009,62,17.78,288.8068966,1
1561,1.06,0.01,63,8.46,71.89189189,1
1562,1.06,0.01,63,8.1,71.89189189,1
1563,1.06,0.011,63,6.9,50.89285714,1
1564,1.06,0.01,63,7.44,45.80357143,1
1565,1.06,0.009,64,6.24,18.21428571,1
1566,1.06,0.006,64,8.82,236.8421053,1
1567,1.1,0.007,62,10.62,135.4761062,1
1568,1.1,0.006,61,9.72,300.5885886,1
1569,1.1,0.007,63,8.72,260.5309735,1
1570,1.1,0.005,64,9.54,194.0412979,1
1571,1.1,0.005,64,7.2,52.5,1
1572,1.1,0.002,65,10.23,353.5714286,1
1573,1.1,0.008,63,13.6,825,1
1574,1.1,0.009,63,13.68,851.0526316,1
1575,1.1,0.006,64,10.71,282.4097771,1
1576,1.1,0.003,64,10.88,210.8765432,1
1577,1.1,0.007,63,4.32,623.5428571,1
1578,1.1,0.009,63,4.86,709.1656184,1
1579,1.1,0.008,64,11.76,343.5259259,1
1580,1.1,0.009,64,11.66,614.9619921,1
1581,1.1,0.009,64,12.24,524.3428571,1
1582,1.1,0.006,68,0,451.5,3
1583,1.1,0.009,68,0,504,3
1584,1.1,0.007,68,0,650.8510638,3
1585,1.1,0.002,68,0,554.0425532,3
1586,1.1,0.005,67,0,1013.195876,3
1587,1.1,0.006,68,0,451.5,3
1588,1.37,0.007,53,0.81,207.2910702,1
1589,1.37,0.007,54,13.44,233.3521886,1
1590,1.37,0.006,56,0.96,456.8248447,1
1591,1.37,0.003,56,0.42,585.6728778,1
1592,1.37,0.003,57,0.36,294.9281278,1
1593,1.37,0.003,57,0.72,347.4868062,1
1594,1.37,0.003,56,0.88,667.1698113,1
1595,1.37,0.003,58,2.89,287.7396022,1
1596,1.37,0.006,57,12.16,384.9316456,1
1597,1.37,0.006,56,11.36,540.5350318,1
1598,1.37,0.005,58,8.1,1328.71,1
1599,1.37,0.005,58,8.96,557.8490066,1
1600,1.37,0.005,58,7.8,501.4,1
1601,1.37,0.005,58,6.58,1203.36,1
1602,1.37,0.004,57,8.68,555.2416107,1
1603,1.37,0.005,57,9.52,740.3221477,1
1604,1.37,0.005,59,9.8,184.2797203,1
1605,1.37,0.004,58,7.68,360.9863014,1
1606,1.37,0.004,56,5.72,360.9863014,1
1607,1.37,0.004,57,7.08,363.4758621,1
1608,1.37,0.005,56,3.69,106.2312925,1
1609,1.31,0.003,67,0,101.0285714,3
1610,1.31,0.004,60,1.89,146.25,1
1611,1.31,0.004,57,2.4,137.3134328,1
1612,1.31,0.002,53,5.76,95.33527697,1
1613,1.31,0.003,53,0,277.4545455,1
1614,1.31,0.004,55,0,375.1867612,1
1615,1.31,0.004,55,4.56,214.8611111,1
1616,1.31,0.004,55,5.32,188.7586207,1
1617,1.31,0.004,55,5.4,221.5862069,1
1618,1.31,0.003,54,4.62,145.7142857,1
1619,1.31,0.002,54,7.95,159.5471331,1
1620,1.31,0.004,54,6,190.0694444,1
1621,1.31,0.005,54,4.32,198.3829787,1
1622,1.31,0.006,52,3.64,196.9859155,1
1623,1.31,0.007,52,3.36,143.2340426,1
1624,1.34,0.006,53,1.62,295.2428571,1
1625,1.34,0.006,56,1.6,171.1552795,1
1626,1.34,0.006,57,2.7,206.4173913,1
1627,1.34,0.007,59,3.78,225.9831933,1
1628,1.34,0.009,64,5.7,477.9193548,3
1629,1.34,0.012,60,0,841.4758751,1
1630,1.34,0.01,60,10.23,502.5324675,1
1631,1.34,0.01,60,0,495.4545455,1
1632,1.34,0.01,61,4.07,358.0397351,1
1633,1.34,0.011,62,5.4,318.7134503,1
1634,1.34,0.009,60,5.88,591.9205298,1
1635,1.34,0.007,59,6.24,329.4222222,1
1636,1.34,0,55,2.16,284.4536424,1
1637,1.34,0.007,61,7.08,252.3648649,1
1638,1.34,0.007,61,6.6,182.9387755,1
1639,1.34,0.007,62,5.39,182.9387755,1
1640,1.34,0.006,62,5.39,163.7260274,1
1641,1.34,0.006,63,3.8,271.0204082,1
1642,1.34,0.003,63,2.25,278.7671233,1
1643,1.34,0.006,60,0.55,375.0198675,1
1644,1.34,0.006,59,0.72,496.1801325,1
1645,1.34,0.008,59,0,515.8421053,1
1646,1.34,0.009,57,0,638.474026,1
1647,1.34,0.01,57,0,896.6193548,1
1648,1.34,0.01,56,0,488.5875,1
1649,1.34,0.008,55,0,553.2484076,1
1650,1.34,0,63,0,1234.047619,3
1651,1.34,0.002,62,0,2716.879545,3
1652,1.34,0.001,60,0,1988,3
1653,1.34,0.001,61,0,2139.945946,3
1654,1.34,0.001,62,0,1877.854206,3
1655,1.34,0,64,0,1094.176471,3
1656,1.34,0,65,0,782.1980198,3
1657,1.34,0,64,0,913.2075472,3
1658,1.6,0.008,58,6.56,119.3842365,1
1659,1.2,0.001,57,9.75,336.5798319,1
1660,1.2,0.001,58,8.76,696.2711864,1
1661,1.2,0.001,57,12,300.3327731,1
1662,1.2,0.003,59,15.68,863.3060748,3
1663,1.2,0.004,59,17.76,769.9033019,3
1664,1.2,0.004,59,17.28,428.1869159,3
1665,1.2,0.005,60,14.4,1061.285714,3
1666,1.2,0.005,62,13.2,754.9009901,3
1667,1.2,0.005,62,13.95,972.5127551,3
1668,1.2,0.004,64,10.92,1030.053763,3
1669,1.2,0.005,64,8.91,1389.078947,3
1670,1.2,0.003,62,12.22,538.6782178,3
1671,1.2,0.001,64,0,817.2390572,3
1672,1.2,0.002,63,0,255.1633663,3
1673,1.2,0.002,64,0,259.00875,3
1674,1.2,0.005,64,0,301.6588235,3
1675,1.2,0.004,63,0,234.5660377,3
1676,1.2,0.004,62,7.41,291.84,3
1677,1.2,0.005,64,0,297.7217822,3
1678,1.21,0.003,58,13.35,199.0857143,1
1679,1.21,0.004,58,14.28,285.8666667,1
1680,1.21,0.002,57,21.76,192.5958188,1
1681,1.21,0.004,57,18.33,325.7142857,1
1682,1.21,0.001,55,19.18,183.9370079,1
1683,1.21,0.001,54,16.83,192.5274725,1
1684,1.21,0.004,56,17.22,373.2283465,1
1685,1.21,0.002,56,19.6,342.144,1
1686,1.21,0.002,56,21.76,324.1451613,1
1687,1.21,0.005,55,19.08,207.7777778,1
1688,1.21,0.004,56,5.7,425.6220472,1
1689,1.21,0.005,56,4.68,351.12,1
1690,1.21,0.006,58,4.32,386.9833333,1
1691,1.21,0.002,61,9.8,429.9056604,3
1692,1.21,0.004,66,13.44,986.4130435,3
1693,1.21,0.003,67,0,1450.862069,3
1694,1.21,0.005,66,0,1234.2,3
1695,1.21,0.003,68,0,1915.609756,3
1696,1.21,0.004,70,0,816.6455696,3
1697,1.43,0.001,59,5.76,138.24,1
1698,1.43,0.003,60,7.2,111.5533481,1
1699,1.43,0.002,60,8.58,97.78186275,1
1700,1.43,0.004,66,4.08,40.05517241,1
1701,1.43,0.004,66,4,44.35862069,1
1702,1.43,0.003,67,3.84,47.69655172,1
1703,1.43,0.003,67,2.88,44.05479452,1
1704,1.43,0.002,68,2.82,42.82758621,1
1705,1.43,0.001,68,2.82,47.69655172,1
1706,1.43,0.001,68,2.88,48.82191781,1
1707,1.43,0.001,69,2.91,45.54794521,1
1708,1.43,0.001,69,2.82,48.82191781,1
1709,1.43,0.001,69,2.97,48.82191781,1
1710,1.43,0.003,67,3.15,45.23809524,1
1711,1.43,0.006,67,5.32,40.38095238,1
1712,1.43,0.003,68,3.09,48.48979592,1
1713,1.43,0.007,66,5.44,30.28571429,1
1714,1.43,0.003,66,4.96,20.32876712,1
1715,1.39,0.006,53,25.34,654.8210526,1
1716,1.39,0.007,54,18.1,143.3513514,1
1717,1.39,0.006,54,18.9,257.92,1
1718,1.39,0.007,53,31.5,387.6377218,1
1719,1.39,0.005,52,32,661.4068627,1
1720,1.41,0.006,58,7.41,74.81632653,1
1721,1.41,0.007,65,5.85,64.26845638,1
1722,1.33,0.009,56,15.84,459.7122302,1
1723,1.33,0.01,57,11.78,136.9285714,1
1724,1.4,0.004,62,6.86,264.275,1
1725,1.4,0.003,62,4.68,230.175,1
1726,1.4,0.002,61,5.07,152.2321429,1
1727,1.4,0.003,61,5.2,185.1515152,1
1728,1.4,0.002,61,6.72,211.4685315,1
1729,1.4,0.002,60,5.07,170.9090909,1
1730,1.4,0.002,60,6.58,158.6013986,1
1731,1.4,0.003,60,9.3,156.1232517,1
1732,1.4,0.003,60,9.75,151.3996479,1
1733,1.4,0.003,61,14,138.7762238,1
1734,1.4,0.003,60,15.12,197.3049645,1
1735,1.4,0.002,59,15.84,263.3191489,1
1736,1.37,0.002,59,19.6,249.5508274,1
1737,1.37,0.002,59,15.48,135.4212766,1
1738,1.37,0.003,58,14.82,188.0479616,1
1739,1.37,0.01,58,9.9,204.5796506,1
1740,1.37,0.007,58,7.41,146.7607143,1
1741,1.37,0.007,58,10.62,172.9078014,1
1742,1.37,0.006,59,12.35,139.8857143,1
1743,1.37,0.007,59,11.52,130.56,1
1744,1.37,0.008,59,12.96,126.5632653,1
1745,1.37,0.007,59,11.88,99.08571429,1
1746,1.37,0.007,58,12.35,69.44680851,1
1747,1.37,0.006,59,11.7,139.8857143,1
1748,1.38,0.004,51,2.16,81.11111111,1
1749,1.38,0.003,51,2.6,103.4166667,1
1750,1.38,0.008,51,3.72,80.56306306,1
1751,1.38,0.007,50,1.68,82.86486486,1
1752,1.38,0.007,50,1.92,89.77027027,1
1753,1.38,0.006,51,1.92,78.02181208,1
1754,1.38,0.007,51,2.04,89.16778523,1
1755,1.38,0.004,51,2.31,93.61521253,1
1756,1.38,0.006,51,0.54,120.3624161,1
1757,1.38,0.005,51,0.09,92.99111111,1
1758,1.38,0.004,51,0.18,59.78,1
1759,1.38,0.004,51,1.71,120.3624161,1
1760,1.38,0.004,51,1.98,80.24161074,1
1761,1.38,0,51,2.4,183.8389262,1
1762,1.38,0.003,51,2.7,107.2393736,1
1763,1.38,0.003,50,3.19,135.7905405,1
1764,1.38,0.003,50,2.47,118.5081081,1
1765,1.38,0.003,50,2.2,77.05945946,1
1766,1.38,0,49,7.52,279.1724138,1
1767,1.38,0.002,49,9.6,243.6413793,1
1768,1.38,0.003,49,9.12,235.1111111,1
1769,1.38,0.002,50,9.52,223.125,1
1770,1.38,0.004,50,10.64,207.4119718,1
1771,1.38,0.006,50,10.58,196.7142857,1
1772,1.38,0.007,51,10.35,338.4172662,1
1773,1.38,0.004,51,13,572.173913,1
1774,1.38,0.004,51,13.92,189.7101449,1
1775,1.38,0.005,50,14.4,267.3188406,1
1776,1.38,0.006,52,6.24,566.2222222,1
1777,1.38,0.009,60,0,504.5192308,3
1778,1.38,0.009,57,1.82,971.6666667,3
1779,1.38,0.009,57,1.75,900.5691057,3
1780,1.38,0.01,58,3,471.5441176,3
1781,1.39,0.006,58,8.05,63.46666667,1
1782,1.39,0.007,58,4.05,56.51082251,1
1783,1.39,0.005,58,5.1,81.45454545,1
1784,1.41,0.008,58,4.74,73.16129032,1
1785,1.41,0.008,58,5.1,71.15384615,1
1786,1.41,0.007,58,5.76,86.67515924,1
1787,1.41,0.008,58,5.46,144.4585987,1
1788,1.41,0.008,57,5.95,230.7692308,1
1789,1.41,0.008,57,5.67,157.9038462,1
1790,1.39,0.011,55,5.04,669.9115646,1
1791,1.39,0.01,54,3.52,993.7655172,1
1792,1.39,0.009,52,15.3,583.68,1
1793,1.39,0.009,53,11.2,774.5753425,1
1794,1.39,0.01,51,0,445.0042553,1
1795,1.39,0.008,50,15,333.2307692,1
1796,1.39,0.008,50,20.3,474.6122449,1
1797,1.39,0.008,50,21,301.7557047,1
1798,1.39,0.009,50,12.06,312.5348101,1
1799,1.3,0.014,57,0,1314.036885,1
1800,1.3,0.014,59,0,552.173913,3
1801,1.3,0.012,61,0,1049.130435,3
1802,1.3,0.012,62,0,2186.862245,3
1803,1.3,0.012,62,0,1986.774828,3
1804,1.3,0.009,63,0,3633.185841,3
1805,1.3,0.008,64,0,2192.1875,3
1806,1.3,0.008,64,0,2441.22807,3
1807,1.3,0.007,66,0,2033.796296,3
1808,1.4,0.007,64,7.08,156.7723005,1
1809,1.4,0.007,64,4.18,165.4666667,1
1810,1.4,0.006,65,4.95,169.1586207,1
1811,1.4,0.007,64,5.7,207,1
1812,1.4,0.008,63,7.44,201.5151515,1
1813,1.4,0.007,63,6.36,221.1188811,1
1814,1.4,0.007,64,7.08,445.3521127,1
1815,1.4,0.007,64,7.8,195.6595745,1
